id,paciente_nome,cpf,procedimento,codigo_tuss,executado,prescricao,dente,dentista,dentista_email,cro_dentista,created_at,fraude,status,motivo_atencao,suspicious
1143,Cristina Azevedo,85435346231,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias,26,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-11-10T00:00:00,1.0,atencao,Prescrição farmacológica sem procedimento compatível,True
1144,Vinicius Fernandes,73602606473,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 46,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,35,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-11-10T00:00:00,0.0,normal,,False
1145,Simone Barros,32528809549,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,11,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-11-11T00:00:00,0.0,normal,,False
1146,Carlos Rodrigues,43634957824,Extração Dentária Simples,84000018.0,Exodontia do dente 25 com técnica minimamente invasiva,Paracetamol 750mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,26,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2022-11-11T00:00:00,0.0,normal,,False
1147,Amanda Carvalho,93010310510,Extração Dentária Simples,84000018.0,Exodontia do dente 12 com técnica minimamente invasiva,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,18,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2022-11-11T00:00:00,0.0,normal,,False
1148,Juliana Souza,83473829994,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,12,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-11-14T00:00:00,0.0,normal,,False
1149,Patricia Ribeiro,87262473131,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,15,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-11-14T00:00:00,0.0,normal,,False
1150,Simone Barros,35348740136,Extração Dentária Simples,84000018.0,Exodontia do dente 45 com técnica minimamente invasiva,Paracetamol 500mg - 1 comp. 6/6h se dor,28,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-11-14T00:00:00,0.0,normal,,False
1151,Cristina Azevedo,85435346231,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 46, classe I oclusal",Sem prescrição medicamentosa,38,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-11-14T00:00:00,0.0,normal,,False
1152,Simone Barros,57773872171,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 43,Sem prescrição medicamentosa,37,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-11-14T00:00:00,0.0,normal,,False
1153,Gustavo Pinto,15951484693,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Azitromicina 500mg - 1 comp. 8/8h por 7 dias,43,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2022-11-15T00:00:00,1.0,atencao,Prescrição farmacológica sem procedimento compatível,True
1154,Vanessa Mendes,7337543336,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Sem prescrição medicamentosa,23,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2022-11-15T00:00:00,0.0,normal,,False
1155,Cristina Azevedo,34060883506,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 26 - sessão 3/3,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,21,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-11-15T00:00:00,0.0,normal,,False
1156,Leticia Vieira,70106513370,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 18,Sem prescrição medicamentosa,48,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-11-15T00:00:00,0.0,normal,,False
1157,Sergio Caldeira,67632016309,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 37,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,27,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-11-16T00:00:00,0.0,normal,,False
1158,Larissa Dias,80184514606,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,34,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-11-16T00:00:00,0.0,normal,,False
1159,Camila Ferreira,70482814802,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,33,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-11-16T00:00:00,1.0,atencao,Profilaxia repetida em 47 dias (mínimo normal: 90 dias),True
1160,Anderson Moreira,53287101269,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 37, classe I oclusal",Sem prescrição medicamentosa,44,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2022-11-16T00:00:00,0.0,normal,,False
1161,Thiago Barbosa,31586923250,Extração Dentária Simples,84000018.0,Exodontia do dente 44 com técnica minimamente invasiva,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,34,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2022-11-16T00:00:00,0.0,normal,,False
1162,Gabriela Castro,27849808479,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 44,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,17,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-11-16T00:00:00,0.0,normal,,False
1163,Larissa Dias,80184514606,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 28, classe I oclusal",Sem prescrição medicamentosa,16,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-11-16T00:00:00,0.0,normal,,False
1164,Camila Ferreira,70482814802,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 47,Sem prescrição medicamentosa,28,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-11-16T00:00:00,0.0,normal,,False
1165,Vanessa Mendes,70546688985,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 21, classe I oclusal",Sem prescrição medicamentosa,11,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-11-17T00:00:00,0.0,normal,,False
1166,Fabio Cunha,4966319340,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 32 - sessão 3/3,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,46,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-11-17T00:00:00,0.0,normal,,False
1167,Luciana Cavalcanti,64005242740,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 44, classe I oclusal",Sem prescrição medicamentosa,36,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2022-11-17T00:00:00,0.0,normal,,False
1168,Anderson Moreira,41395376719,Extração Dentária Simples,84000018.0,Exodontia do dente 41 com técnica minimamente invasiva,Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,11,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-11-17T00:00:00,0.0,normal,,False
1169,Aline Correia,45494808319,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,18,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-11-17T00:00:00,0.0,normal,,False
1170,Eduardo Nogueira,38637940285,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 43,Sem prescrição medicamentosa,17,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-11-17T00:00:00,0.0,normal,,False
1171,Rodrigo Nascimento,71434558142,Extração Dentária Simples,84000018.0,Exodontia do dente 47 com técnica minimamente invasiva,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias,37,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2022-11-18T00:00:00,0.0,normal,,False
1172,Leonardo Freitas,46872343052,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 47,Sem prescrição medicamentosa,31,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-11-18T00:00:00,0.0,normal,,False
1173,Amanda Carvalho,13518233700,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,27,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2022-11-18T00:00:00,0.0,normal,,False
1174,Sergio Caldeira,67632016309,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,18,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-11-18T00:00:00,0.0,normal,,False
1175,Henrique Moura,71331509807,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,26,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2022-11-18T00:00:00,0.0,normal,,False
1176,Cristina Azevedo,96507527300,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 15 - sessão 2/3,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,22,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2022-11-21T00:00:00,0.0,normal,,False
1177,Adriana Torres,12411824424,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Azitromicina 500mg - 1 comp. 8/8h por 7 dias,13,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2022-11-21T00:00:00,1.0,atencao,Prescrição farmacológica sem procedimento compatível,True
1178,Lucas Almeida,93990916947,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 28,Sem prescrição medicamentosa,23,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2022-11-21T00:00:00,0.0,normal,,False
1179,Henrique Moura,96383465740,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 46,Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,32,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-11-21T00:00:00,0.0,normal,,False
1180,Patricia Ribeiro,9232719371,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 36 - sessão 1/3,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,47,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2022-11-21T00:00:00,0.0,normal,,False
1181,Carlos Rodrigues,43634957824,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 25,Sem prescrição medicamentosa,28,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-11-21T00:00:00,0.0,normal,,False
1182,Patricia Ribeiro,9232719371,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 21,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,25,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2022-11-22T00:00:00,0.0,normal,,False
1183,Fabio Cunha,82620450500,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 48,Sem prescrição medicamentosa,24,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-11-22T00:00:00,0.0,normal,,False
1184,Simone Barros,35348740136,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 31,Sem prescrição medicamentosa,22,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-11-22T00:00:00,0.0,normal,,False
1185,Juliana Souza,85067165782,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 48 - sessão 2/3,Paracetamol 750mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,31,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2022-11-23T00:00:00,0.0,normal,,False
1186,Patricia Ribeiro,9232719371,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,41,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-11-23T00:00:00,0.0,normal,,False
1187,Leonardo Freitas,64835030591,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,17,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-11-24T00:00:00,0.0,normal,,False
1188,Bruno Araújo,87083172757,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 11, classe I oclusal",Sem prescrição medicamentosa,14,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-11-24T00:00:00,0.0,normal,,False
1189,Eduardo Nogueira,68011280511,Extração Dentária Simples,84000018.0,Exodontia do dente 37 com técnica minimamente invasiva,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,32,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2022-11-25T00:00:00,0.0,normal,,False
1190,Anderson Moreira,53287101269,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,48,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-11-25T00:00:00,0.0,normal,,False
1191,Adriana Torres,47510799139,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 32 - sessão 1/3,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor,27,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-11-25T00:00:00,0.0,normal,,False
1192,João Santos,3791769391,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 12,Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,41,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-11-25T00:00:00,0.0,normal,,False
1193,Priscila Campos,76036690908,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 41 - sessão 1/3,Paracetamol 750mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,15,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-11-25T00:00:00,0.0,normal,,False
1194,Adriana Torres,1627204679,Extração Dentária Simples,84000018.0,Exodontia do dente 45 com técnica minimamente invasiva,Paracetamol 750mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,15,Dr. Marcos Antonio Silveira,marcos.silveira@odontovision.com.br,CRO-SP 45821,2022-11-25T00:00:00,0.0,normal,,False
1195,Gabriela Castro,27849808479,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 47,Sem prescrição medicamentosa,31,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2022-11-28T00:00:00,0.0,normal,,False
1196,Patricia Ribeiro,9232719371,Extração Dentária Simples,84000018.0,Exodontia do dente 41 com técnica minimamente invasiva,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,13,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-11-28T00:00:00,0.0,normal,,False
1197,Juliana Souza,83473829994,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,32,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2022-11-28T00:00:00,0.0,normal,,False
1198,Rafael Martins,42388496985,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,24,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-11-28T00:00:00,1.0,atencao,Profilaxia repetida em 18 dias (mínimo normal: 90 dias),True
1199,Leticia Vieira,70106513370,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 15 - sessão 1/3,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,15,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-11-28T00:00:00,0.0,normal,,False
1200,Fabio Cunha,60013389068,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,12,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2022-11-29T00:00:00,0.0,normal,,False
1201,Juliana Souza,83473829994,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 46,Sem prescrição medicamentosa,32,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2022-11-29T00:00:00,0.0,normal,,False
1202,Juliana Souza,83842513550,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Cefalexina 500mg - 1 comp. 8/8h por 7 dias,15,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2022-11-29T00:00:00,1.0,atencao,Profilaxia repetida em 56 dias (mínimo normal: 90 dias) | Prescrição farmacológica sem procedimento compatível,True
1203,Sergio Caldeira,67632016309,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 37,Cefalexina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor,46,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-11-30T00:00:00,0.0,normal,,False
1204,Roberto Castro,41316475247,Extração Dentária Simples,84000018.0,Exodontia do dente 18 com técnica minimamente invasiva,Paracetamol 750mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,34,Dra. Fernanda Cristina Alves,fernanda.alves@odontovision.com.br,CRO-SP 51234,2022-11-30T00:00:00,0.0,normal,,False
1205,Amanda Carvalho,93010310510,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 42 - sessão 1/3,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,34,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-11-30T00:00:00,0.0,normal,,False
1206,Priscila Campos,76036690908,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,28,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2022-11-30T00:00:00,0.0,normal,,False
1207,Leonardo Freitas,64835030591,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 15,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor,44,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2022-11-30T00:00:00,0.0,normal,,False
1208,Vinicius Fernandes,73602606473,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 17 - sessão 1/3,Dipirona 500mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,11,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2022-11-30T00:00:00,0.0,normal,,False
1209,Amanda Carvalho,73467065600,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,38,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2022-12-01T00:00:00,0.0,normal,,False
1210,Monica Neves,27298069977,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,15,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2022-12-01T00:00:00,0.0,normal,,False
1211,Simone Barros,35348740136,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 41 - sessão 2/3,Amoxicilina 500mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor,16,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2022-12-01T00:00:00,0.0,normal,,False
1212,Juliana Souza,83473829994,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,26,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2022-12-01T00:00:00,0.0,normal,,False
1213,Mariana Cardoso,37556464121,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 18 - sessão 1/3,Azitromicina 500mg - 1 comp. 8/8h por 7 dias | Paracetamol 750mg - 1 comp. 6/6h se dor,48,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2022-12-01T00:00:00,0.0,normal,,False
1214,Fernanda Lima,96556981656,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Sem prescrição medicamentosa,28,Dra. Juliana Rodrigues Martins,juliana.martins@odontovision.com.br,CRO-RS 41567,2022-12-02T00:00:00,0.0,normal,,False
1215,Fernanda Lima,49190586590,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 34,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor,14,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2022-12-02T00:00:00,0.0,normal,,False
1216,Fernanda Lima,49190586590,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 36,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Diclofenaco Potássico 50mg - 1 comp. 12/12h por 3 dias,43,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-12-02T00:00:00,0.0,normal,,False
1217,Beatriz Pereira,23623166537,Profilaxia Dentária (Limpeza),81000030.0,Realizada profilaxia completa com remoção de tártaro supragengival e polimento,Sem prescrição medicamentosa,36,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2022-12-02T00:00:00,1.0,atencao,Profilaxia repetida em 28 dias (mínimo normal: 90 dias),True
1218,Patricia Ribeiro,9232719371,Implante Dentário Unitário,86000022.0,Instalação de implante dentário na região do dente 28,Amoxicilina + Clavulanato 875mg - 1 comp. 8/8h por 7 dias | Paracetamol 500mg - 1 comp. 6/6h se dor | Cetoprofeno 100mg - 1 comp. 12/12h por 3 dias,44,Dr. Lucas Gabriel Ferreira,lucas.ferreira@odontovision.com.br,CRO-BA 36789,2022-12-02T00:00:00,0.0,normal,,False
1219,Fabio Cunha,60013389068,Raspagem Periodontal,81000056.0,Raspagem e alisamento radicular nos quadrantes superiores,Sem prescrição medicamentosa,16,Dr. Roberto Carlos Lima,roberto.lima@odontovision.com.br,CRO-MG 28934,2022-12-02T00:00:00,0.0,normal,,False
1220,Mariana Cardoso,64823662954,Tratamento de Canal (Endodontia),83000022.0,Tratamento endodôntico no dente 36 - sessão 1/3,Metronidazol 400mg - 1 comp. 8/8h por 7 dias | Dipirona 500mg - 1 comp. 6/6h se dor | Nimesulida 100mg - 1 comp. 12/12h por 3 dias,34,Dra. Mariana Vitoria Carvalho,mariana.carvalho@odontovision.com.br,CRO-CE 34521,2022-12-05T00:00:00,0.0,normal,,False
1221,Monica Neves,27298069977,Clareamento Dentário,82000400.0,Clareamento dentário pela técnica de consultório - sessão única,Metronidazol 400mg - 1 comp. 8/8h por 7 dias,15,Dra. Patricia Mendes Costa,patricia.costa@odontovision.com.br,CRO-RJ 32156,2022-12-05T00:00:00,1.0,atencao,Prescrição farmacológica sem procedimento compatível,True
1222,Amanda Carvalho,93010310510,Restauração em Resina Composta,82000108.0,"Restauração em resina composta no dente 33, classe I oclusal",Sem prescrição medicamentosa,27,Dr. Rafael Augusto Pereira,rafael.pereira@odontovision.com.br,CRO-RJ 29845,2022-12-05T00:00:00,0.0,normal,,False
1223,Carolina Lopes,37631165670,Coroa Protética,85000045.0,Preparo e moldagem para coroa protética no dente 33,Sem prescrição medicamentosa,34,Dra. Camila Beatriz Souza,camila.souza@odontovision.com.br,CRO-SP 48932,2022-12-05T00:00:00,0.0,normal,,False
1224,Adriana Torres,47510799139,Extração Dentária Simples,84000018.0,Exodontia do dente 46 com técnica minimamente invasiva,Dipirona 500mg - 1 comp. 6/6h se dor | Ibuprofeno 600mg - 1 comp. 12/12h por 3 dias,28,Dr. Eduardo Henrique Santos,eduardo.santos@odontovision.com.br,CRO-PR 19876,2022-12-05T00:00:00,0.0,normal,,False
