id,paciente_nome,cpf,procedimento,executado,prescricao,dentista,created_at,fraude,status,motivo_atencao,suspicious,attention_reason,motivos
71,Gabriela Fontes,39414243538,Clareamento dental,Primeira sessão,,Dra. Beatriz Luz,2025-09-23 18:00:00,0,normal,,False,,
13,Bruna Lopes,66778899001,Tratamento de canal,Canal dente 46,,Dr. Pedro Lima,2025-09-24 08:15:00,0,atencao,Profilaxia seguida de tratamento de canal em até 15 dias.,False,,
97,Bruno Sales,58606162727,Raspagem supragengival,Raspagem leve,Enxágue clorexidina,Dra. Ana Clara,2025-09-24 15:20:00,0,normal,,False,,
34,Marcos Melo,99001122334,Profilaxia (limpeza),Profilaxia leve,,Dr. Pedro Lima,2025-09-25 10:00:00,0,normal,,False,,
46,Mariana Teixeira,20212223349,Clareamento dental,Primeira sessão,,Dr. Pedro Lima,2025-09-26 18:10:00,0,normal,,False,,
25,Ana Ribeiro,22334455667,Tratamento de canal,Canal dente 47,,Dra. Ana Clara,2025-09-27 11:10:00,1,atencao,Profilaxia seguida de tratamento de canal em até 15 dias.,False,,
66,Caio Dantas,35363738494,Restauração de resina,Restauração dente 36,,Dr. Pedro Lima,2025-09-27 11:40:00,0,normal,,False,,
93,Ximena Prado,55575859694,Restauração de resina,Restauração dente 21,,Dra. Ana Clara,2025-09-27 16:00:00,0,normal,,False,,
50,Paula Castro,23242526372,Restauração de resina,Restauração dente 23,,Dr. Pedro Lima,2025-09-28 12:35:00,0,normal,,False,,
126,Sara Queiroz,79708283948,Clareamento dental,Primeira sessão,,Dr. Pedro Lima,2025-09-28 18:30:00,0,normal,,False,,
86,Sergio Maia,50525354649,Restauração de resina,Restauração dente 11,,Dr. Pedro Lima,2025-09-29 12:10:00,0,normal,,False,,
57,Úrsula Neves,28293031427,Restauração de resina,Restauração dente 45,,Dra. Ana Clara,2025-09-29 16:00:00,0,normal,,False,,
35,Carla Pires,10111213141,Retirada de pontos,Pós-operatório,,Dra. Beatriz Luz,2025-09-29 16:20:00,0,normal,,False,,
4,Maria Souza,98765432100,Tratamento de canal,Canal dente 36,,Dr. Pedro Lima,2025-09-30 15:30:00,0,normal,,False,,
74,Isabela Neri,41434445550,Restauração de resina,Restauração dente 32,,Dr. Pedro Lima,2025-09-30 15:30:00,0,normal,,False,,
67,Daniela Mourão,36373839505,Aplicação de flúor,Verniz pediátrico,,Dra. Beatriz Luz,2025-10-01 10:10:00,0,normal,,False,,
22,Maria Souza,98765432100,Aplicação de flúor,Verniz aplicado,,Dr. Pedro Lima,2025-10-01 10:30:00,0,normal,,False,,
36,Diego Costa,12131415161,Restauração de resina,Restauração dente 22,,Dr. Pedro Lima,2025-10-01 11:30:00,0,normal,,False,,
89,Ubirajara Luz,52545556661,Controle de retorno,Sem alterações,,Dra. Ana Clara,2025-10-01 14:40:00,0,normal,,False,,
75,Joana Prado,42444546561,Aplicação de flúor,Verniz aplicado,,Dra. Beatriz Luz,2025-10-02 09:40:00,0,normal,,False,,
27,Laura Martins,44556677889,Clareamento dental,Segunda sessão,,Dra. Beatriz Luz,2025-10-02 10:00:00,0,normal,,False,,
53,Rafael Tavares,25262728394,Controle de retorno,Sem dor,,Dra. Ana Clara,2025-10-02 14:45:00,0,normal,,False,,
44,Kaio Araujo,18192021327,Extração dentária,Extração dente 38,Analgésico SOS,Dra. Beatriz Luz,2025-10-03 08:15:00,0,normal,,False,,
127,Tiago Martins,80718384959,Profilaxia (limpeza),Profilaxia simples,,Dra. Beatriz Luz,2025-10-03 08:45:00,0,atencao,,True,Profilaxia em 2025-10-03 → Canal em 2025-10-13 (≤ 15 dias),
83,Priscila Nunes,48505152627,Aplicação de flúor,Verniz aplicado,,Dra. Beatriz Luz,2025-10-03 11:05:00,0,normal,,False,,
23,Carlos Braga,10293847566,Controle de retorno,Sem queixas,,Dra. Beatriz Luz,2025-10-03 14:00:00,0,normal,,False,,
33,Sofia Alves,88990011223,Controle de retorno,Assintomático,,Dra. Ana Clara,2025-10-04 13:30:00,0,normal,,False,,
58,Vinicius Reis,29303132438,Clareamento dental,Segunda sessão,,Dr. Pedro Lima,2025-10-04 18:30:00,0,normal,,False,,
21,João Silva,12345678901,Restauração de resina,Restauração dente 17,,Dra. Ana Clara,2025-10-05 09:10:00,0,normal,,False,,
90,Vanessa Reis,53555657672,Aplicação de flúor,Verniz aplicado,,Dr. Pedro Lima,2025-10-05 10:30:00,0,normal,,False,,
70,Fabio Baroni,38404142527,Controle de retorno,Sem alterações,,Dr. Pedro Lima,2025-10-05 14:20:00,0,normal,,False,,
47,Nicolas Prado,21222324350,Aplicação de flúor,Verniz aplicado,,Dra. Beatriz Luz,2025-10-06 10:05:00,0,normal,,False,,
78,Luis Otávio,44464748583,Controle de retorno,Revisão sem dor,,Dr. Pedro Lima,2025-10-06 16:10:00,0,normal,,False,,
30,Bruna Lopes,66778899001,Aplicação de flúor,Verniz neutro,,Dr. Pedro Lima,2025-10-08 12:00:00,0,normal,,False,,
82,Otávio Leme,47495051616,Clareamento dental,Segunda sessão,,Dr. Pedro Lima,2025-10-08 18:20:00,0,normal,,False,,
98,Camila Mota,59616263738,Aplicação de flúor,Verniz aplicado,,Dr. Pedro Lima,2025-10-09 09:50:00,0,normal,,False,,
19,Carla Pires,10111213141,Tratamento de canal,Canal dente 15,,Dra. Beatriz Luz,2025-10-10 10:05:00,0,normal,,False,,
128,Tiago Martins,80718384959,Tratamento de canal,Canal dente 32,,Dra. Beatriz Luz,2025-10-13 09:35:00,1,atencao,Profilaxia seguida de tratamento de canal em até 15 dias.,False,,
129,Úrsula Ramos,81728485960,Aplicação de flúor,Verniz aplicado,,Dr. Pedro Lima,2025-10-24 11:15:00,0,normal,,False,,
130,Valter Pinho,82738586971,Retirada de pontos,Pós-operatório,,Dra. Ana Clara,2025-11-02 16:25:00,0,normal,,False,,
131,Wagner Teles,83748687982,Profilaxia (limpeza),Profilaxia completa,,Dra. Ana Clara,2025-11-06 09:00:00,0,atencao,,True,Profilaxia em 2025-11-06 → Canal em 2025-11-18 (≤ 15 dias),
132,Wagner Teles,83748687982,Tratamento de canal,Canal dente 41,,Dra. Ana Clara,2025-11-18 10:05:00,1,atencao,Profilaxia seguida de tratamento de canal em até 15 dias.,False,,
133,Xuxa Mendes,84758788993,Controle de retorno,Sem dor,,Dr. Pedro Lima,2025-11-28 14:40:00,0,normal,,False,,
134,Yago Furtado,85768890004,Restauração de resina,Restauração dente 33,,Dra. Beatriz Luz,2025-12-05 12:00:00,0,normal,,False,,
135,Zaira Melo,86778991015,Clareamento dental,Segunda sessão,,Dr. Pedro Lima,2025-12-16 18:10:00,0,normal,,False,,
201,Cristiano,45935973820,Profilaxia (limpeza),tratamento tartaro,nada,Dentista,2025-09-30T17:34:21.613Z,0,normal,,,,Tártaro
